Date,Open,High,Low,Close,Adj Close,Volume
2018-12-03,0.110000,0.110000,0.110000,0.110000,0.110000,100
2018-12-04,0.110000,0.110000,0.110000,0.110000,0.110000,0
2018-12-06,0.110000,0.110000,0.110000,0.110000,0.110000,1000
2018-12-07,0.110000,0.110000,0.110000,0.110000,0.110000,0
2018-12-10,0.090000,0.090000,0.070000,0.080000,0.080000,38300
2018-12-11,0.070000,0.100000,0.070000,0.100000,0.100000,1200
2018-12-12,0.080000,0.080000,0.080000,0.080000,0.080000,15000
2018-12-13,0.080000,0.100000,0.080000,0.100000,0.100000,1500
2018-12-14,0.100000,0.100000,0.100000,0.100000,0.100000,100
2018-12-17,0.100000,0.100000,0.100000,0.100000,0.100000,0
2018-12-18,0.100000,0.100000,0.100000,0.100000,0.100000,0
2018-12-19,0.100000,0.100000,0.100000,0.100000,0.100000,0
2018-12-20,0.100000,0.100000,0.100000,0.100000,0.100000,0
2018-12-21,0.100000,0.100000,0.100000,0.100000,0.100000,0
2018-12-24,0.100000,0.100000,0.100000,0.100000,0.100000,0
2018-12-26,0.070000,0.100000,0.070000,0.100000,0.100000,2200
2018-12-27,0.070000,0.070000,0.070000,0.070000,0.070000,1600
2018-12-28,0.070000,0.070000,0.070000,0.070000,0.070000,0
2018-12-31,0.070000,0.090000,0.070000,0.090000,0.090000,600
2019-01-02,0.090000,0.090000,0.090000,0.090000,0.090000,100
2019-01-03,0.090000,0.090000,0.090000,0.090000,0.090000,0
2019-01-04,0.090000,0.090000,0.090000,0.090000,0.090000,0
2019-01-07,0.090000,0.090000,0.090000,0.090000,0.090000,0
2019-01-08,0.070000,0.090000,0.060000,0.060000,0.060000,86600
2019-01-09,0.100000,0.100000,0.100000,0.100000,0.100000,200
2019-01-10,0.100000,0.100000,0.050000,0.100000,0.100000,1580100
2019-01-11,0.100000,0.100000,0.100000,0.100000,0.100000,0
2019-01-14,0.100000,0.100000,0.100000,0.100000,0.100000,0
2019-01-15,0.100000,0.100000,0.100000,0.100000,0.100000,0
2019-01-16,0.100000,0.100000,0.100000,0.100000,0.100000,0
2019-01-17,0.100000,0.100000,0.100000,0.100000,0.100000,0
2019-01-18,0.090000,0.100000,0.090000,0.100000,0.100000,100100
2019-01-22,0.060000,0.100000,0.060000,0.100000,0.100000,1100
2019-01-23,0.080000,0.090000,0.080000,0.090000,0.090000,15100
2019-01-24,0.070000,0.100000,0.070000,0.100000,0.100000,23800
2019-01-25,0.080000,0.080000,0.080000,0.080000,0.080000,22400
2019-01-28,0.070000,0.080000,0.070000,0.080000,0.080000,500
2019-01-29,0.080000,0.080000,0.080000,0.080000,0.080000,0
2019-01-30,0.080000,0.080000,0.080000,0.080000,0.080000,0
2019-01-31,0.080000,0.100000,0.080000,0.100000,0.100000,40700
2019-02-01,0.080000,0.080000,0.080000,0.080000,0.080000,273000
2019-02-04,0.080000,0.080000,0.080000,0.080000,0.080000,0
2019-02-05,0.080000,0.080000,0.080000,0.080000,0.080000,0
2019-02-06,0.090000,0.100000,0.090000,0.100000,0.100000,30000
2019-02-07,0.090000,0.100000,0.090000,0.090000,0.090000,55100
2019-02-08,0.090000,0.100000,0.090000,0.100000,0.100000,59800
2019-02-11,0.100000,0.100000,0.100000,0.100000,0.100000,9900
2019-02-12,0.100000,0.100000,0.100000,0.100000,0.100000,50600
2019-02-13,0.110000,0.110000,0.110000,0.110000,0.110000,26500
2019-02-14,0.110000,0.120000,0.110000,0.120000,0.120000,42100
2019-02-15,0.120000,0.130000,0.120000,0.130000,0.130000,32000
2019-02-19,0.130000,0.130000,0.090000,0.130000,0.130000,52800
2019-02-20,0.130000,0.130000,0.130000,0.130000,0.130000,0
2019-02-21,0.100000,0.110000,0.100000,0.110000,0.110000,24000
2019-02-22,0.110000,0.110000,0.110000,0.110000,0.110000,29900
2019-02-25,0.110000,0.130000,0.110000,0.130000,0.130000,68000
2019-02-26,0.130000,0.140000,0.130000,0.140000,0.140000,14300
2019-02-27,0.140000,0.140000,0.130000,0.130000,0.130000,32800
2019-02-28,0.130000,0.130000,0.100000,0.130000,0.130000,33200
2019-03-01,0.130000,0.130000,0.130000,0.130000,0.130000,0
2019-03-04,0.120000,0.130000,0.110000,0.130000,0.130000,15100
2019-03-05,0.130000,0.140000,0.130000,0.140000,0.140000,75500
2019-03-06,0.140000,0.140000,0.140000,0.140000,0.140000,0
2019-03-07,0.140000,0.140000,0.140000,0.140000,0.140000,100
2019-03-08,0.140000,0.150000,0.110000,0.110000,0.110000,84700
2019-03-11,0.110000,0.120000,0.110000,0.120000,0.120000,28600
2019-03-12,0.110000,0.120000,0.100000,0.100000,0.100000,12200
2019-03-13,0.100000,0.100000,0.100000,0.100000,0.100000,0
2019-03-14,0.100000,0.120000,0.090000,0.120000,0.120000,13300
2019-03-15,0.100000,0.110000,0.100000,0.110000,0.110000,15100
2019-03-18,0.110000,0.110000,0.110000,0.110000,0.110000,0
2019-03-19,0.110000,0.110000,0.110000,0.110000,0.110000,0
2019-03-20,0.120000,0.120000,0.120000,0.120000,0.120000,300
2019-03-21,0.120000,0.120000,0.120000,0.120000,0.120000,100
2019-03-22,0.120000,0.120000,0.120000,0.120000,0.120000,0
2019-03-25,0.120000,0.120000,0.120000,0.120000,0.120000,168200
2019-03-26,0.120000,0.130000,0.120000,0.120000,0.120000,91900
2019-03-27,0.110000,0.110000,0.110000,0.110000,0.110000,2000
2019-03-28,0.110000,0.110000,0.110000,0.110000,0.110000,100
2019-03-29,0.130000,0.140000,0.130000,0.140000,0.140000,63200
2019-04-01,0.140000,0.140000,0.140000,0.140000,0.140000,8000
2019-04-02,0.120000,0.140000,0.120000,0.130000,0.130000,7000
2019-04-03,0.130000,0.130000,0.130000,0.130000,0.130000,0
2019-04-04,0.140000,0.150000,0.130000,0.140000,0.140000,180000
2019-04-05,0.140000,0.140000,0.140000,0.140000,0.140000,823600
2019-04-08,0.140000,0.140000,0.140000,0.140000,0.140000,16100
2019-04-09,0.140000,0.140000,0.140000,0.140000,0.140000,1200
2019-04-10,0.140000,0.140000,0.140000,0.140000,0.140000,11800
2019-04-11,0.140000,0.140000,0.140000,0.140000,0.140000,20000
2019-04-12,0.140000,0.140000,0.140000,0.140000,0.140000,10000
2019-04-15,0.140000,0.140000,0.090000,0.140000,0.140000,59100
2019-04-16,0.140000,0.140000,0.140000,0.140000,0.140000,0
2019-04-17,0.140000,0.140000,0.140000,0.140000,0.140000,0
2019-04-18,0.140000,0.140000,0.140000,0.140000,0.140000,0
2019-04-22,0.120000,0.160000,0.120000,0.160000,0.160000,642700
2019-04-23,0.160000,0.160000,0.160000,0.160000,0.160000,6000
2019-04-24,0.150000,0.150000,0.150000,0.150000,0.150000,145000
2019-04-25,0.150000,0.150000,0.150000,0.150000,0.150000,0
2019-04-26,0.150000,0.150000,0.150000,0.150000,0.150000,0
2019-04-29,0.150000,0.160000,0.150000,0.160000,0.160000,102500
2019-04-30,0.160000,0.170000,0.160000,0.160000,0.160000,136700
2019-05-01,0.170000,0.170000,0.160000,0.170000,0.170000,38500
2019-05-02,0.160000,0.170000,0.160000,0.170000,0.170000,63300
2019-05-03,0.160000,0.170000,0.160000,0.170000,0.170000,25400
2019-05-06,0.180000,0.180000,0.170000,0.170000,0.170000,110500
2019-05-07,0.160000,0.170000,0.160000,0.170000,0.170000,26000
2019-05-08,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-05-09,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-05-10,0.160000,0.180000,0.160000,0.180000,0.180000,11000
2019-05-13,0.180000,0.180000,0.170000,0.170000,0.170000,6700
2019-05-14,0.170000,0.170000,0.160000,0.170000,0.170000,14100
2019-05-15,0.160000,0.170000,0.150000,0.150000,0.150000,128900
2019-05-16,0.150000,0.170000,0.150000,0.170000,0.170000,20000
2019-05-17,0.170000,0.170000,0.150000,0.170000,0.170000,28300
2019-05-20,0.170000,0.170000,0.150000,0.150000,0.150000,2400
2019-05-21,0.180000,0.180000,0.170000,0.170000,0.170000,3500
2019-05-22,0.170000,0.170000,0.170000,0.170000,0.170000,28000
2019-05-23,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-05-24,0.170000,0.170000,0.170000,0.170000,0.170000,5000
2019-05-28,0.160000,0.160000,0.160000,0.160000,0.160000,87000
2019-05-29,0.160000,0.160000,0.160000,0.160000,0.160000,42700
2019-05-30,0.160000,0.160000,0.160000,0.160000,0.160000,0
2019-05-31,0.160000,0.160000,0.160000,0.160000,0.160000,1200
2019-06-03,0.150000,0.160000,0.150000,0.160000,0.160000,27600
2019-06-04,0.140000,0.140000,0.140000,0.140000,0.140000,74500
2019-06-05,0.140000,0.140000,0.140000,0.140000,0.140000,0
2019-06-06,0.140000,0.140000,0.140000,0.140000,0.140000,40000
2019-06-07,0.140000,0.140000,0.140000,0.140000,0.140000,30000
2019-06-10,0.140000,0.140000,0.140000,0.140000,0.140000,0
2019-06-11,0.140000,0.140000,0.130000,0.140000,0.140000,69900
2019-06-12,0.130000,0.160000,0.130000,0.160000,0.160000,153700
2019-06-13,0.150000,0.150000,0.150000,0.150000,0.150000,20500
2019-06-14,0.150000,0.150000,0.150000,0.150000,0.150000,29500
2019-06-17,0.150000,0.150000,0.150000,0.150000,0.150000,0
2019-06-18,0.150000,0.150000,0.150000,0.150000,0.150000,0
2019-06-19,0.150000,0.150000,0.150000,0.150000,0.150000,0
2019-06-20,0.150000,0.150000,0.150000,0.150000,0.150000,25000
2019-06-21,0.150000,0.150000,0.150000,0.150000,0.150000,36700
2019-06-24,0.150000,0.150000,0.150000,0.150000,0.150000,6000
2019-06-25,0.150000,0.150000,0.150000,0.150000,0.150000,3000
2019-06-26,0.150000,0.160000,0.150000,0.150000,0.150000,10000
2019-06-27,0.150000,0.150000,0.150000,0.150000,0.150000,0
2019-06-28,0.150000,0.150000,0.150000,0.150000,0.150000,100
2019-07-01,0.150000,0.150000,0.150000,0.150000,0.150000,0
2019-07-02,0.150000,0.160000,0.150000,0.160000,0.160000,43400
2019-07-03,0.160000,0.160000,0.160000,0.160000,0.160000,40300
2019-07-05,0.160000,0.170000,0.160000,0.160000,0.160000,78200
2019-07-08,0.160000,0.160000,0.160000,0.160000,0.160000,27500
2019-07-09,0.160000,0.170000,0.150000,0.170000,0.170000,65800
2019-07-10,0.170000,0.180000,0.160000,0.170000,0.170000,28900
2019-07-11,0.150000,0.150000,0.150000,0.150000,0.150000,4000
2019-07-12,0.150000,0.150000,0.150000,0.150000,0.150000,0
2019-07-15,0.180000,0.210000,0.180000,0.210000,0.210000,195900
2019-07-16,0.190000,0.200000,0.180000,0.200000,0.200000,34100
2019-07-17,0.180000,0.210000,0.180000,0.200000,0.200000,189100
2019-07-18,0.180000,0.200000,0.180000,0.200000,0.200000,13600
2019-07-19,0.200000,0.210000,0.190000,0.190000,0.190000,118600
2019-07-22,0.200000,0.240000,0.200000,0.210000,0.210000,116500
2019-07-23,0.230000,0.230000,0.210000,0.220000,0.220000,24400
2019-07-24,0.220000,0.220000,0.200000,0.220000,0.220000,21500
2019-07-25,0.200000,0.220000,0.200000,0.220000,0.220000,10500
2019-07-26,0.240000,0.240000,0.200000,0.220000,0.220000,36900
2019-07-29,0.210000,0.210000,0.210000,0.210000,0.210000,60300
2019-07-30,0.210000,0.210000,0.200000,0.200000,0.200000,12500
2019-07-31,0.210000,0.210000,0.200000,0.200000,0.200000,12500
2019-08-01,0.200000,0.200000,0.200000,0.200000,0.200000,22400
2019-08-02,0.200000,0.200000,0.200000,0.200000,0.200000,52500
2019-08-05,0.190000,0.200000,0.180000,0.200000,0.200000,90200
2019-08-06,0.190000,0.190000,0.170000,0.180000,0.180000,56200
2019-08-07,0.190000,0.190000,0.170000,0.180000,0.180000,56200
2019-08-08,0.170000,0.180000,0.170000,0.180000,0.180000,10200
2019-08-09,0.170000,0.180000,0.170000,0.180000,0.180000,10200
2019-08-12,0.170000,0.180000,0.170000,0.180000,0.180000,10200
2019-08-13,0.190000,0.230000,0.190000,0.210000,0.210000,250700
2019-08-14,0.210000,0.210000,0.180000,0.190000,0.190000,166800
2019-08-15,0.210000,0.210000,0.180000,0.190000,0.190000,18800
2019-08-16,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-08-19,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-08-20,0.190000,0.190000,0.190000,0.190000,0.190000,5000
2019-08-21,0.190000,0.200000,0.190000,0.190000,0.190000,20900
2019-08-22,0.190000,0.220000,0.180000,0.200000,0.200000,156500
2019-08-23,0.200000,0.200000,0.200000,0.200000,0.200000,0
2019-08-26,0.200000,0.200000,0.200000,0.200000,0.200000,0
2019-08-27,0.200000,0.200000,0.190000,0.200000,0.200000,28200
2019-08-28,0.190000,0.200000,0.180000,0.200000,0.200000,2500
2019-08-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2019-08-30,0.200000,0.200000,0.200000,0.200000,0.200000,0
2019-09-03,0.230000,0.230000,0.210000,0.220000,0.220000,31200
2019-09-04,0.190000,0.230000,0.180000,0.220000,0.220000,13200
2019-09-05,0.180000,0.210000,0.180000,0.210000,0.210000,8200
2019-09-06,0.210000,0.210000,0.210000,0.210000,0.210000,0
2019-09-09,0.210000,0.210000,0.210000,0.210000,0.210000,0
2019-09-10,0.210000,0.210000,0.210000,0.210000,0.210000,0
2019-09-11,0.210000,0.210000,0.210000,0.210000,0.210000,0
2019-09-12,0.200000,0.220000,0.200000,0.220000,0.220000,26400
2019-09-13,0.220000,0.220000,0.220000,0.220000,0.220000,1000
2019-09-16,0.210000,0.210000,0.200000,0.210000,0.210000,1300
2019-09-17,0.210000,0.210000,0.210000,0.210000,0.210000,0
2019-09-18,0.210000,0.210000,0.190000,0.210000,0.210000,52300
2019-09-19,0.190000,0.210000,0.190000,0.210000,0.210000,6100
2019-09-20,0.190000,0.210000,0.190000,0.210000,0.210000,33900
2019-09-23,0.210000,0.210000,0.210000,0.210000,0.210000,0
2019-09-24,0.210000,0.210000,0.190000,0.190000,0.190000,56800
2019-09-25,0.190000,0.200000,0.190000,0.190000,0.190000,7200
2019-09-26,0.190000,0.210000,0.180000,0.200000,0.200000,66500
2019-09-27,0.210000,0.210000,0.210000,0.210000,0.210000,500
2019-09-30,0.210000,0.210000,0.180000,0.200000,0.200000,16500
2019-10-01,0.180000,0.200000,0.180000,0.200000,0.200000,5200
2019-10-02,0.210000,0.210000,0.210000,0.210000,0.210000,200
2019-10-03,0.200000,0.210000,0.190000,0.210000,0.210000,59300
2019-10-04,0.210000,0.210000,0.180000,0.190000,0.190000,106200
2019-10-07,0.190000,0.190000,0.180000,0.190000,0.190000,92700
2019-10-08,0.180000,0.190000,0.170000,0.190000,0.190000,87400
2019-10-09,0.190000,0.190000,0.180000,0.190000,0.190000,75700
2019-10-10,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-10-11,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-10-14,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-10-15,0.190000,0.190000,0.190000,0.190000,0.190000,26000
2019-10-16,0.190000,0.190000,0.180000,0.180000,0.180000,4200
2019-10-17,0.190000,0.190000,0.190000,0.190000,0.190000,25300
2019-10-18,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-10-21,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-10-22,0.190000,0.200000,0.190000,0.200000,0.200000,42200
2019-10-23,0.190000,0.200000,0.190000,0.200000,0.200000,10500
2019-10-24,0.190000,0.200000,0.190000,0.190000,0.190000,25100
2019-10-25,0.180000,0.190000,0.170000,0.190000,0.190000,37700
2019-10-28,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-10-29,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-10-30,0.190000,0.190000,0.190000,0.190000,0.190000,0
2019-10-31,0.180000,0.190000,0.180000,0.180000,0.180000,59500
2019-11-01,0.180000,0.180000,0.180000,0.180000,0.180000,400
2019-11-04,0.180000,0.190000,0.180000,0.190000,0.190000,46400
2019-11-05,0.190000,0.200000,0.190000,0.200000,0.200000,23000
2019-11-06,0.200000,0.200000,0.190000,0.200000,0.200000,82000
2019-11-07,0.200000,0.200000,0.200000,0.200000,0.200000,5000
2019-11-08,0.200000,0.200000,0.190000,0.200000,0.200000,46600
2019-11-11,0.190000,0.200000,0.190000,0.200000,0.200000,45400
2019-11-12,0.200000,0.200000,0.180000,0.190000,0.190000,21700
2019-11-13,0.180000,0.180000,0.160000,0.170000,0.170000,252600
2019-11-14,0.180000,0.180000,0.170000,0.170000,0.170000,43100
2019-11-15,0.190000,0.190000,0.160000,0.190000,0.190000,66200
2019-11-18,0.180000,0.190000,0.180000,0.190000,0.190000,2200
2019-11-19,0.170000,0.190000,0.170000,0.190000,0.190000,12400
2019-11-20,0.190000,0.190000,0.190000,0.190000,0.190000,1000
2019-11-21,0.190000,0.190000,0.190000,0.190000,0.190000,17900
2019-11-22,0.200000,0.200000,0.200000,0.200000,0.200000,1000
2019-11-25,0.200000,0.200000,0.200000,0.200000,0.200000,0
2019-11-26,0.180000,0.200000,0.180000,0.200000,0.200000,3000
2019-11-27,0.200000,0.200000,0.200000,0.200000,0.200000,0
2019-11-29,0.200000,0.200000,0.200000,0.200000,0.200000,0
2019-12-02,0.190000,0.200000,0.190000,0.200000,0.200000,63000
2019-12-03,0.180000,0.180000,0.180000,0.180000,0.180000,63000
2019-12-04,0.180000,0.190000,0.160000,0.160000,0.160000,95000
2019-12-05,0.200000,0.200000,0.160000,0.160000,0.160000,10900
2019-12-06,0.160000,0.160000,0.160000,0.160000,0.160000,100
2019-12-09,0.160000,0.170000,0.160000,0.170000,0.170000,1600
2019-12-10,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-12-11,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-12-12,0.180000,0.180000,0.180000,0.180000,0.180000,10000
2019-12-13,0.180000,0.180000,0.180000,0.180000,0.180000,10000
2019-12-16,0.180000,0.180000,0.160000,0.160000,0.160000,200700
2019-12-17,0.160000,0.160000,0.160000,0.160000,0.160000,0
2019-12-18,0.160000,0.160000,0.160000,0.160000,0.160000,0
2019-12-19,0.160000,0.160000,0.160000,0.160000,0.160000,4000
2019-12-20,0.170000,0.170000,0.170000,0.170000,0.170000,50000
2019-12-23,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-12-24,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-12-26,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-12-27,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-12-30,0.170000,0.170000,0.170000,0.170000,0.170000,0
2019-12-31,0.170000,0.170000,0.170000,0.170000,0.170000,30400
2020-01-02,0.170000,0.170000,0.170000,0.170000,0.170000,14100
2020-01-03,0.170000,0.170000,0.170000,0.170000,0.170000,45100
2020-01-06,0.170000,0.170000,0.170000,0.170000,0.170000,16000
2020-01-07,0.170000,0.170000,0.140000,0.170000,0.170000,2900
2020-01-08,0.160000,0.170000,0.150000,0.170000,0.170000,11100
2020-01-09,0.140000,0.170000,0.140000,0.170000,0.170000,1600
2020-01-10,0.170000,0.170000,0.150000,0.150000,0.150000,19900
2020-01-13,0.150000,0.150000,0.150000,0.150000,0.150000,0
2020-01-14,0.160000,0.160000,0.160000,0.160000,0.160000,16300
2020-01-15,0.140000,0.160000,0.140000,0.160000,0.160000,48000
2020-01-16,0.160000,0.170000,0.160000,0.170000,0.170000,31300
2020-01-17,0.170000,0.170000,0.170000,0.170000,0.170000,109700
2020-01-21,0.160000,0.160000,0.140000,0.150000,0.150000,216400
2020-01-22,0.160000,0.160000,0.160000,0.160000,0.160000,2000
2020-01-23,0.150000,0.160000,0.150000,0.160000,0.160000,87200
2020-01-24,0.160000,0.160000,0.150000,0.150000,0.150000,25000
2020-01-27,0.150000,0.150000,0.150000,0.150000,0.150000,0
2020-01-28,0.150000,0.160000,0.120000,0.150000,0.150000,155500
2020-01-29,0.160000,0.160000,0.160000,0.160000,0.160000,56000
2020-01-30,0.160000,0.160000,0.160000,0.160000,0.160000,0
2020-01-31,0.160000,0.160000,0.160000,0.160000,0.160000,30900
2020-02-03,0.150000,0.170000,0.150000,0.160000,0.160000,38700
2020-02-04,0.160000,0.160000,0.160000,0.160000,0.160000,0
2020-02-05,0.160000,0.160000,0.160000,0.160000,0.160000,10000
2020-02-06,0.160000,0.160000,0.150000,0.150000,0.150000,108700
2020-02-07,0.160000,0.160000,0.160000,0.160000,0.160000,38000
2020-02-10,0.160000,0.160000,0.160000,0.160000,0.160000,300
2020-02-11,0.150000,0.160000,0.150000,0.160000,0.160000,21300
2020-02-12,0.150000,0.170000,0.100000,0.150000,0.150000,250800
2020-02-13,0.150000,0.150000,0.150000,0.150000,0.150000,0
2020-02-14,0.150000,0.150000,0.150000,0.150000,0.150000,20000
2020-02-18,0.150000,0.150000,0.150000,0.150000,0.150000,39800
2020-02-19,0.150000,0.150000,0.150000,0.150000,0.150000,75000
2020-02-20,0.150000,0.150000,0.140000,0.150000,0.150000,53600
2020-02-21,0.140000,0.150000,0.140000,0.140000,0.140000,10100
2020-02-24,0.140000,0.140000,0.140000,0.140000,0.140000,0
2020-02-25,0.140000,0.160000,0.140000,0.160000,0.160000,273000
2020-02-26,0.160000,0.160000,0.150000,0.150000,0.150000,7500
2020-02-27,0.160000,0.160000,0.160000,0.160000,0.160000,3300
2020-02-28,0.150000,0.160000,0.150000,0.160000,0.160000,11800
2020-03-02,0.150000,0.160000,0.150000,0.160000,0.160000,2700
2020-03-03,0.160000,0.160000,0.160000,0.160000,0.160000,0
2020-03-04,0.160000,0.160000,0.160000,0.160000,0.160000,0
2020-03-05,0.140000,0.140000,0.140000,0.140000,0.140000,100
2020-03-06,0.140000,0.140000,0.140000,0.140000,0.140000,17000
